NUTS2_CODE,CROP_CODE,AREA_AV,PROD_AV,UAA_AV
HR02,C1600,"7.12",,"800.02"
HR02,C1600,"7.12","32.08","800.02"
HR03,C1600,"0.83","2.37","450.95"
HR04,C1600,"16.33","63.89","1037.77"
HR04,C1600,"16.33",,"1037.77"
HR05,C1600,"0.14",,"10.42"
HR05,C1600,"0.14","0.46","10.42"
HR06,C1600,"2.62",,"240.19"
HR06,C1600,"2.62","11.85","240.19"
HU,C1600,"80.3","324.57","5210.49"
HU1,C1600,"8.85","30.37","345.95"
HU10,C1600,,,
HU11,C1600,"0.45","1.53","34.33"
HU12,C1600,"8.4","28.83","311.61"
HU2,C1600,"21.76","96.7","1889.6"
HU21,C1600,"7.01","29.92","578.41"
HU22,C1600,"6.02","25.04","565.33"
HU23,C1600,"8.73","41.74","745.85"
HU3,C1600,"49.69","197.51","2974.95"
HU31,C1600,"5.36","23.22","587.72"
HU32,C1600,"19.38","80.41","1174.51"
HU33,C1600,"24.96","93.88","1212.72"
IE,C1600,"0","0","4475.59"
IE0,C1600,"0","0","4475.59"
IE01,C1600,"0","0",
IE02,C1600,"0","0",
IE04,C1600,"0","0","1490.88"
IE05,C1600,"0","0","2028.24"
IE06,C1600,"0","0","956.48"
IT,C1600,"14.61","65.22","13034.85"
ITC,C1600,"7.88","38.81","2062.31"
ITC1,C1600,"4.97","23.99","890.22"
ITC2,C1600,"0","0","57.89"
ITC3,C1600,"0","0","57.75"
ITC4,C1600,"2.9","14.81","1056.45"
ITD,C1600,,,
ITD1,C1600,,,
ITD2,C1600,,,
ITD3,C1600,,,
ITD4,C1600,,,
ITD5,C1600,,,
ITE,C1600,,,
ITE1,C1600,,,
ITE2,C1600,,,
ITE3,C1600,,,
ITE4,C1600,,,
ITF,C1600,"0.37","1.66","3775.01"
ITF1,C1600,"0","0","486.62"
ITF2,C1600,"0.25","0.97","193.94"
ITF3,C1600,"0","0","568.68"
ITF4,C1600,"0","0","1551.75"
ITF5,C1600,"0","0","450.41"
ITF6,C1600,"0.12","0.69","523.6"
ITG,C1600,"0.32","0","2602.75"
ITG,C1600,"0.32","1.48","2602.75"
ITG1,C1600,"0.29","0","1483.86"
ITG1,C1600,"0.29","1.4","1483.86"
ITG2,C1600,"0.03","0","1118.89"
ITG2,C1600,"0.03","0.07","1118.89"
ITH,C1600,"2.49","11.43","2440.84"
ITH1,C1600,"0","0","236.33"
ITH2,C1600,"0","2.49","136.14"
ITH2,C1600,"0","0","136.14"
ITH3,C1600,"1.77","5.95","794.91"
ITH4,C1600,"0.43","1.53","228.51"
ITH5,C1600,"0.28","1.46","1044.96"
ITI,C1600,"3.55","11.86","2153.95"
