NUTS2_CODE,CROP_CODE,AREA_AV,PROD_AV,UAA_AV
HR02,I1130,"79.67","228.3","800.02"
HR03,I1130,"0.09","0.19","450.95"
HR04,I1130,"80.15","232.33","1037.77"
HR04,I1130,"80.15",,"1037.77"
HR05,I1130,"0.3",,"10.42"
HR05,I1130,"0.3","0.84","10.42"
HR06,I1130,"6.08",,"240.19"
HR06,I1130,"6.08","17.44","240.19"
HU,I1130,"63.36","170.49","5210.49"
HU1,I1130,"0.56","1.18","345.95"
HU10,I1130,,,
HU11,I1130,"0.12","0.28","34.33"
HU11,I1130,"0.12","0","34.33"
HU12,I1130,"0.44","0.9","311.61"
HU2,I1130,"43.98","119.42","1889.6"
HU21,I1130,"2.6","6.15","578.41"
HU22,I1130,"19.26","47.49","565.33"
HU23,I1130,"22.12","65.78","745.85"
HU3,I1130,"18.83","49.89","2974.95"
HU31,I1130,"4.32","9.7","587.72"
HU32,I1130,"2.78","6.66","1174.51"
HU33,I1130,"11.72","33.52","1212.72"
IE,I1130,"0","0","4475.59"
IE0,I1130,"0","0","4475.59"
IE01,I1130,"0","0",
IE02,I1130,"0","0",
IE04,I1130,"0","0","1490.88"
IE05,I1130,"0","0","2028.24"
IE06,I1130,"0","0","956.48"
IT,I1130,"292.79","1044.1","13034.85"
ITC,I1130,"62.47","217.81","2062.31"
ITC1,I1130,"15.73","47.54","890.22"
ITC2,I1130,"0","0","57.89"
ITC3,I1130,"0","0","57.75"
ITC4,I1130,"46.74","170.27","1056.45"
ITD,I1130,,,
ITD1,I1130,,,
ITD2,I1130,,,
ITD3,I1130,,,
ITD4,I1130,,,
ITD5,I1130,,,
ITE,I1130,,,
ITE1,I1130,,,
ITE2,I1130,,,
ITE3,I1130,,,
ITE4,I1130,,,
ITF,I1130,"0.13","0.4","3775.01"
ITF1,I1130,"0.09","0.3","486.62"
ITF2,I1130,"0","0","193.94"
ITF3,I1130,"0.01","0.01","568.68"
ITF3,I1130,"0.01","0","568.68"
ITF4,I1130,"0","0","1551.75"
ITF5,I1130,"0","0","450.41"
ITF6,I1130,"0.03","0","523.6"
ITF6,I1130,"0.03","0.09","523.6"
ITG,I1130,"0","0","2602.75"
ITG1,I1130,"0","0","1483.86"
ITG2,I1130,"0","0","1118.89"
ITH,I1130,"228.78","822.08","2440.84"
ITH1,I1130,"0","0","236.33"
ITH2,I1130,"0","0","136.14"
ITH3,I1130,"146.12","476.88","794.91"
ITH4,I1130,"45.69","201.37","228.51"
ITH5,I1130,"36.98","143.83","1044.96"
ITI,I1130,"1.41","3.82","2153.95"
ITI1,I1130,"0.79","1.87","673.39"
ITI2,I1130,"0.04","0.11","329.27"
ITI3,I1130,"0.5","1.71","407.38"
ITI4,I1130,"0.08","0.14","743.9"
LT,I1130,"1.96","2.72","2947.62"
LT0,I1130,"1.96","2.72","2947.62"
LT01,I1130,"0.09","0.08","286"
LT01,I1130,"0.09",,"286"
LT02,I1130,"1.98","2.77","2661.63"
LT02,I1130,"1.98",,"2661.63"
LU,I1130,"0","0","131.85"
LU,I1130,"0","0.01","131.85"
LU0,I1130,"0","0",
LU0,I1130,"0",,
LV,I1130,"0","0","1953.72"
LV0,I1130,"0","0",
MT,I1130,"0","0","11.23"
MT0,I1130,"0","0",
MT00,I1130,"0","0",
NL,I1130,"0.26","0","1811.01"
NL,I1130,"0.26",,"1811.01"
NL1,I1130,"0.03","0","532.98"
NL1,I1130,"0.03",,"532.98"
NL11,I1130,"0.01","0","161.11"
NL11,I1130,"0.01",,"161.11"
