NUTS2_CODE,CROP_CODE,AREA_AV,PROD_AV,UAA_AV
ES30,C1110,"17.88","48.91","341.63"
ES4,C1110,"1159.5","4064.73","11771.14"
ES41,C1110,"843.02","3090.33","5161.37"
ES42,C1110,"253.13","777.21","3999.06"
ES43,C1110,"63.35","197.19","2610.71"
ES5,C1110,"100.02","418.77","1975.75"
ES51,C1110,"89.73","396.88","1064.22"
ES52,C1110,"4.43","11.49","694.46"
ES53,C1110,"5.86","10.4","217.07"
ES6,C1110,"125.59","407.22","5220.41"
ES61,C1110,"116.91","390.6","4812.2"
ES62,C1110,"8.68","16.63","408.21"
ES63,C1110,"0","0","0"
ES64,C1110,"0","0","0"
ES7,C1110,"0.27","0.32","111.27"
ES70,C1110,"0.27","0.32","111.27"
FI,C1110,"196.18","720.36","2271.18"
FI1,C1110,"194.73","714.28","2254.78"
FI13,C1110,,,
FI18,C1110,,,
FI19,C1110,"49.67","192.66","787.74"
FI1A,C1110,,,
FI1B,C1110,"37.59","127.84","181.22"
FI1C,C1110,"100.13","368.35","614.26"
FI1D,C1110,"7.33","25.43","671.58"
FI2,C1110,"1.45","6.08","16.44"
FI20,C1110,"1.45","6.08","16.44"
FR,C1110,"4816.9","34532.71","29010.89"
FR1,C1110,"217.45","1731.98","585.91"
FR10,C1110,"217.45","1731.98","585.91"
FR2,C1110,,,
FR21,C1110,,,
FR22,C1110,,,
FR23,C1110,,,
FR24,C1110,,,
FR25,C1110,,,
FR26,C1110,,,
FR3,C1110,,,
FR30,C1110,,,
FR4,C1110,,,
FR41,C1110,,,
FR42,C1110,,,
FR43,C1110,,,
FR5,C1110,,,
FR51,C1110,,,
FR52,C1110,,,
FR53,C1110,,,
FR6,C1110,,,
FR61,C1110,,,
FR62,C1110,,,
FR63,C1110,,,
FR7,C1110,,,
FR71,C1110,,,
FR72,C1110,,,
FR8,C1110,,,
FR81,C1110,,,
FR82,C1110,,,
FR83,C1110,,,
FR9,C1110,,,
FR91,C1110,,,
FR92,C1110,,,
FR93,C1110,,,
FR94,C1110,,,
FRA,C1110,,,
FRA1,C1110,,,
FRA2,C1110,,,
FRA3,C1110,,,
FRA4,C1110,,,
FRA5,C1110,,,
FRB,C1110,"634.29","4378.04","2389.86"
FRB0,C1110,"634.29","4378.04","2389.86"
FRC,C1110,"372.54","2410.2","2549.1"
FRC1,C1110,"308.85","1984.55","1833.28"
FRC2,C1110,"63.7","425.65","715.82"
FRD,C1110,"459.32","3676.96","2077.08"
FRD1,C1110,"197.87","1469.98","1271.58"
FRD2,C1110,"261.46","2206.98","805.5"
FRE,C1110,"809.18","6980.29","2182.03"
FRE1,C1110,"283.92","2522.87","829.13"
FRE2,C1110,"525.26","4457.42","1352.9"
FRF,C1110,"701.09","5171.93","3058.28"
FRF1,C1110,"48.98","367.96","343.25"
FRF2,C1110,"403.04","3166.32","1546.67"
FRF3,C1110,"249.06","1637.66","1168.35"
FRG,C1110,"369.96","2498.14","2280.58"
FRG0,C1110,"369.96","2498.14","2280.58"
FRH,C1110,"286.08","2083.45","1779.75"
FRH0,C1110,"286.08","2083.45","1779.75"
FRI,C1110,"479.98","2979.55","4245.93"
FRI1,C1110,"92.65","536.59","1592.24"
FRI2,C1110,"27.27","136.24","887.26"
FRI3,C1110,"360.07","2306.72","1766.43"
FRJ,C1110,"263.75","1336.83","3509.83"
FRJ1,C1110,"13.98","60.65","1012.51"
FRJ2,C1110,"249.77","1276.17","2497.32"
FRK,C1110,"214.31","1253.38","3074.75"
FRK1,C1110,"108.95","599.09","1491.04"
FRK2,C1110,"105.36","654.3","1583.71"
FRL,C1110,"8.88","31.59","794.25"
FRL0,C1110,"8.88","31.59","794.25"
FRM,C1110,"0.09","0.37","302.15"
FRM0,C1110,"0.09","0.37","302.15"
FRY,C1110,"0","0","180.96"
FRY1,C1110,"0","0","49.21"
FRY2,C1110,"0","0","31.24"
FRY3,C1110,"0","0","32.23"
FRY4,C1110,"0","0","48.28"
FRY5,C1110,"0","0","20.01"
HR,C1110,"138.45","818.51","1493.86"
HR0,C1110,"138.45","818.51","1493.86"
HR01,C1110,,,
HR02,C1110,"123.09",,"800.02"
HR02,C1110,"123.09","792.66","800.02"
HR03,C1110,"1.7","6.53","450.95"
HR04,C1110,"131.15","741.7","1037.77"
HR04,C1110,"131.15",,"1037.77"
HR05,C1110,"0.66",,"10.42"
HR05,C1110,"0.66","3.28","10.42"
HR06,C1110,"21.39",,"240.19"
HR06,C1110,"21.39","121.45","240.19"
HU,C1110,"933.27","5096.08","5210.49"
HU1,C1110,"52.37","258.45","345.95"
HU10,C1110,,,
HU11,C1110,"4.24","21.85","34.33"
HU12,C1110,"48.13","236.6","311.61"
HU2,C1110,"390.17","2229.55","1889.6"
HU21,C1110,"112.27","608.42","578.41"
HU22,C1110,"125.57","693.96","565.33"
HU23,C1110,"152.33","927.17","745.85"
HU3,C1110,"490.73","2608.09","2974.95"
HU31,C1110,"117.17","619.49","587.72"
HU32,C1110,"168.37","895.62","1174.51"
HU33,C1110,"205.2","1092.98","1212.72"
