Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Algeria;DZA;Trade in services (% of GDP);BG.GSR.NFSV.GD.ZS;;;;;;;;;;;;;;;;;;8.689574139517973;8.676446357115815;8.60989048092581;7.536615303096841;7.205328542299719;7.07707205163606;6.385537022795395;5.92600890045577;5.36010955613538;4.058430849720368;3.0278037420468307;3.076394894645896;3.1065436429502244;2.945483863657401;3.4240379887413885;;;;;;;;;;;;;;6.847483919708308;6.012954116626361;6.762035102891003;8.077208681447214;9.692292231438412;8.626681539687715;7.417207387707042;6.43747987362787;6.341867557434032;6.428599594207292;7.725678205232059;7.916060382989958;7.575244608471297;7.745091465817776;6.811472245409932;6.3240802807000245;5.428589133544196;5.068396192348708;4.892789861951544;5.065400628739713
Angola;AGO;Trade in services (% of GDP);BG.GSR.NFSV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;10.193186823195202;9.939857346723478;6.3826531052457485;14.390233629943294;12.987928313988906;17.060397512770802;18.95926866666668;26.303451137094253;28.909357329081608;38.59792911075063;39.07846155181715;35.75336556883181;35.876354598309725;42.37497833320291;44.6542214387048;32.49596515178458;41.6360458650972;23.085719404302445;19.773627600501303;21.76241189389332;18.84673693717557;17.173046997092378;19.847815097735197;25.377381614093547;28.151622720271035;23.40258317276674;21.828606734271517;17.902252232964187;18.420699208507013;19.592278044683265;20.47859027498792;25.25970938808506;20.05406870366708;13.493442298359456;12.167982561169747;11.689428277490176;10.741839537243989;10.899534022954754;10.22540167039623;10.723240776956642
Benin;BEN;Trade in services (% of GDP);BG.GSR.NFSV.GD.ZS;;;;;;;;;;;;;;;11.295202107788798;12.707669567180355;13.144980124422398;13.840952912479429;13.367909067950096;11.65663318630542;12.159946169749478;16.224298908655435;14.3307729883941;13.019645535504315;14.476594446999163;14.240101389160984;14.285713695861052;14.737138012867431;14.868477398537811;14.6128576348212;13.11004996895529;16.893032923577987;20.185763492381508;14.14152772607444;20.24763296019143;21.504655391203467;13.215300002600983;12.711771608062644;13.602379542196244;10.733483018179808;9.37043736453207;9.259950993551058;8.669777448486093;7.990532621355273;8.173840849674088;7.235252113547041;8.154103626323105;9.833907153979824;8.802152406052683;7.3902644742916035;9.354934699519662;8.568251634878726;9.14640090559894;10.191335338466024;10.281132245767813;8.090579956850473;9.505778475299184;8.08851358786747;8.918925747701042;9.270083098744273;8.288715926213824;8.15550172730098;8.562608747810117;10.173852985781814;
Bermuda;BMU;Trade in services (% of GDP);BG.GSR.NFSV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.945149739583336;40.20702804410266;35.905299117572206;34.719238052085025;36.39596036537483;37.30023412537842;35.86191528803216;35.16684019375017;36.13742890674329;31.955043041898485;32.44549059668993;32.57147749594165;36.88818111568481;35.81679167062209;26.324579612661115;26.97112899243801;30.523292336238484;31.124991976050985;
Botswana;BWA;Trade in services (% of GDP);BG.GSR.NFSV.GD.ZS;;;;;;;;;;;;;;;;30.078062818930835;33.66306031691965;31.29521295296493;25.81041009354464;26.369361311141088;29.858710850375108;28.759031426758877;27.989095984155387;27.49932371540497;23.971937616723928;18.54358042191446;18.311741279410143;16.71768615719791;13.199474224195008;10.974403624420532;15.444498607898518;15.024937395747996;13.247750888784736;12.426211310074446;11.69432906226788;14.894543585327714;10.542163900196933;13.03421459139997;16.289364750049398;15.484948731896337;15.068036476377422;13.091409530978696;15.282845993349214;14.574564505623758;14.71832686787029;14.37169840913933;13.635891961805145;14.885990298104614;11.221926742244696;16.18096827333388;12.602267425165492;12.507281436975196;12.414425362288874;13.624497923514069;14.316330903150376;15.008808691168085;12.400575188649242;12.866609587304648;12.86932571348631;13.982855929455235;11.23068902757534;8.468888913976029;8.619913042924015;9.330537029393648;11.46995570536824
Burkina Faso;BFA;Trade in services (% of GDP);BG.GSR.NFSV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.893908395117652;6.439041993697961;6.996466631189796;7.785088550807832;7.581558646626668;11.202651519224595;12.916474230733051;13.054797664703576;14.307621106151728;12.647501648919889;13.163674924918794;13.11113574223532;13.147054707249472;12.96325344373914;12.481101895848534;9.988549244419875;10.007870307285229;10.350291826724916;10.191638092726652;
Burundi;BDI;Trade in services (% of GDP);BG.GSR.NFSV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;8.911185265954737;9.537740855460278;12.725993560255464;11.714616619725703;9.689230112021816;12.88781564026465;14.302621813441204;14.29390611207713;13.79402797419662;11.767044447738368;9.974206235789069;5.625679575649508;4.1063205099574605;5.124437777294634;3.6280251881613927;5.353733075884738;4.95600971057208;6.081965039145158;6.700973259437158;11.18831288335103;15.116946581674782;18.58973967478431;15.700281679812967;21.22421236163192;12.718035840853087;12.196008308415966;14.51518583893023;13.017310890714947;14.8951270679378;12.225427680569076;9.246202426124556;10.89343822991824;12.098259434481678;12.288433467211132;12.989711800448797;12.352594897606329;14.2892755423436;13.124314523359637;18.408056184979003;
Cabo Verde;CPV;Trade in services (% of GDP);BG.GSR.NFSV.GD.ZS;;;;;;;;;;;;;;;;;;;;;12.336489127387962;24.77854961487757;28.495342081082192;32.99257145629421;25.89531705376381;24.260187968706248;25.71643657091994;19.60944028522613;17.833658141253466;21.32439664507342;22.11205886937429;17.734406449177623;18.51972973637025;14.583723479534124;20.56964412498268;26.586483676818784;30.72885808234745;34.19566526597882;35.54112972668044;38.955468922103634;39.76133114180026;45.38401472584893;48.00353366545976;48.93528783992928;48.89251456177288;50.54280196588109;58.26609381492247;48.34110548908811;49.68923247138154;43.50652110656613;44.649446943698905;44.92761987271163;50.18233063544522;48.97103756859002;48.835455012203326;44.45339160803344;47.19637586955663;46.88613154495762;48.2097227346834;48.62374678603398;28.16858769916532;25.1415897895328;36.36624171951489;39.02555652972466;40.7588016805557
Cameroon;CMR;Trade in services (% of GDP);BG.GSR.NFSV.GD.ZS;;;;;;;;;;;;;;;;;;14.637889803585596;14.38034579435756;13.79000822325201;16.74727011919152;16.83311110593281;17.838894888533723;16.85561571709044;16.0078244232639;16.79193418598582;11.902092980284156;11.217522258847982;11.117062592631813;13.6947424771049;11.59031256959222;12.907610135561317;10.89130927492553;6.9957244862273145;9.255707501071123;7.391113594765601;13.869149923357302;12.94382136841297;11.950103489880473;10.070062994464484;16.316121972954434;19.06950361259458;18.77959415621572;11.717321656764994;13.84037496260768;12.4752439249922;11.97500466867644;13.115920553867872;15.105670041549557;11.53871593349016;11.062525392810432;12.551806771133842;12.457688126254856;13.37982714475922;12.890749883554925;11.532806407470664;11.549281681350712;12.150610806122405;12.068173626223905;12.67576475673785;9.383637927055467;8.96293676377452;9.604229070202468;9.257578707867632;
Central African Republic;CAF;Trade in services (% of GDP);BG.GSR.NFSV.GD.ZS;;;;;;;;;;;;;;;;;;18.45099427808814;19.753137107894965;21.16821592588072;24.610452909521275;20.69809347385055;19.771034641732783;21.153359290554366;18.9960535491326;17.903460357141228;17.611868890807138;18.506020333119817;16.867773694495376;17.019871224928178;16.49360747749228;13.587360747510472;14.011446993988322;14.166963518505613;17.267063932701422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
